,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
480,sz399697,中关村60,4301.097,-67.53,-1.546,4368.627,4341.62,4396.476,4300.253,3514635033,55687131740
481,sz399698,优势成长,32801.492,0.117,0.0,32801.375,32796.246,32898.98,32653.771,178530935,2362148346
482,sz399699,金融科技,4029.427,-109.691,-2.65,4139.118,4099.875,4132.97,4028.202,3657083145,72114113643
483,sz399701,深证F60,7981.532,-96.24,-1.191,8077.772,8042.787,8043.559,7974.223,3262255766,47209378454
484,sz399702,深证F120,7336.941,-101.937,-1.37,7438.878,7403.247,7403.247,7332.29,5240224219,90168667460
485,sz399703,深证F200,7150.691,-88.03,-1.216,7238.721,7209.563,7210.211,7146.782,7619073215,125724060342
486,sz399704,深证上游,5128.936,-48.899,-0.944,5177.835,5168.539,5212.692,5121.709,1105559925,16697951454
487,sz399705,深证中游,3075.37,-66.897,-2.129,3142.267,3129.475,3130.109,3075.0,4112143726,105407198345
488,sz399706,深证下游,6725.046,-39.472,-0.584,6764.518,6733.353,6778.484,6705.253,3097150055,81990460790
489,sz399707,CSSW证券,5241.032,-75.328,-1.417,5316.36,5290.753,5290.753,5231.5,1532620956,17490351373
490,sz399802,500深市,5592.717,-54.764,-0.97,5647.481,5641.777,5655.837,5591.958,7375537551,102446520974
491,sz399803,工业4.0,4096.754,-127.462,-3.017,4224.216,4199.53,4206.326,4096.396,2292007681,76099917475
492,sz399804,中证体育,1964.39,-15.361,-0.776,1979.751,1980.645,2018.067,1963.388,1906131496,29242738963
493,sz399805,互联金融,2965.496,-50.165,-1.663,3015.661,2991.026,3031.231,2965.371,2829442281,46240937254
494,sz399806,环境治理,1290.106,-6.577,-0.507,1296.683,1295.558,1297.199,1286.526,619663089,4720297216
495,sz399807,高铁产业,1348.406,-8.511,-0.627,1356.917,1350.911,1359.398,1342.58,837519667,6509981411
496,sz399808,中证新能,3130.054,-19.434,-0.617,3149.488,3150.232,3167.346,3123.283,1467911394,39973941245
497,sz399809,保险主题,1724.774,-2.174,-0.126,1726.948,1719.445,1728.85,1712.097,1959337438,18378302583
498,sz399810,CSSW传媒,3262.079,-34.005,-1.032,3296.084,3296.299,3376.04,3261.745,7965875838,95705370135
499,sz399811,CSSW电子,3411.265,-133.82,-3.775,3545.085,3521.159,3531.072,3411.251,3005864951,92378751229
500,sz399812,养老产业,6862.288,39.576,0.58,6822.712,6813.197,6871.66,6791.075,1189249313,30481966191
501,sz399813,中证国安,6225.741,-103.781,-1.64,6329.522,6302.147,6331.044,6225.653,4905095688,101727679274
502,sz399814,大农业,1247.616,-7.147,-0.57,1254.763,1251.535,1251.63,1244.09,727638029,12830772394
503,sz399901,小康指数,5627.39,-28.548,-0.505,5655.938,5635.632,5663.582,5609.032,7129774000,91885619921
504,sz399903,中证100,3937.988,-34.831,-0.877,3972.819,3955.429,3959.19,3929.507,6725647700,145763996610
505,sz399905,中证 500,6398.632,-44.807,-0.695,6443.439,6438.164,6451.787,6396.017,14893886100,186999931827
506,sz399913,300 医药,10896.679,190.193,1.776,10706.486,10679.276,10943.646,10612.644,388655900,20257351204
507,sz399914,300 金融,5267.752,-7.953,-0.151,5275.705,5256.907,5293.024,5233.792,3304872500,34187706617
508,sz399928,中证能源,2626.582,-7.323,-0.278,2633.905,2635.682,2666.602,2621.836,1671208500,11709923785
509,sz399932,中证消费,20971.771,77.468,0.371,20894.303,20860.652,21064.6,20761.576,512416900,24479758313
510,sz399933,中证医药,10708.286,174.57,1.657,10533.716,10513.527,10746.058,10448.765,923179200,35459276738
511,sz399934,中证金融,4983.904,-11.831,-0.237,4995.735,4979.252,5008.75,4958.016,4872754600,42477876347
512,sz399935,中证信息,4783.223,-178.513,-3.598,4961.736,4922.249,4936.577,4782.29,4752822700,145090422267
513,sz399959,军工指数,1549.584,-4.156,-0.267,1553.74,1552.785,1562.053,1543.756,508279766,11740710920
514,sz399965,800地产,4282.532,-29.629,-0.687,4312.161,4295.255,4304.713,4268.171,901645813,5688005541
515,sz399966,800非银,5013.891,-62.595,-1.233,5076.486,5050.66,5050.66,5001.975,1645513216,21180128004
516,sz399967,中证军工,11337.623,-57.677,-0.506,11395.3,11387.166,11431.422,11307.326,985741930,21008575740
517,sz399970,移动互联,3392.093,-124.89,-3.551,3516.983,3492.385,3504.173,3392.078,7421362032,165848562847
518,sz399971,中证传媒,1408.757,-22.445,-1.568,1431.202,1430.117,1460.8,1408.615,5559220450,72806231559
519,sz399972,300深市,5097.396,-72.49,-1.402,5169.886,5140.929,5140.929,5095.633,4510968734,128628560148
520,sz399973,中证国防,1711.149,-6.334,-0.369,1717.483,1716.636,1722.291,1704.813,198478158,6036451593
521,sz399974,国企改革,1792.907,-15.203,-0.841,1808.11,1802.142,1804.519,1789.217,5207877951,101993338550
522,sz399975,证券公司,686.191,-9.815,-1.41,696.006,692.681,692.681,684.924,1557061130,17664628154
523,sz399976,CS新能车,3920.511,-40.384,-1.02,3960.895,3944.467,3957.054,3912.087,545210837,23295847663
524,sz399982,500等权,7854.614,-49.411,-0.625,7904.025,7897.791,7919.337,7851.625,14893886100,186999931827
525,sz399983,地产等权,4288.978,-24.869,-0.576,4313.847,4297.792,4308.049,4267.929,279928964,3214207807
526,sz399986,中证银行,5657.342,48.138,0.858,5609.204,5602.453,5678.926,5583.755,2377945984,15574344373
527,sz399987,中证酒,8633.294,75.521,0.882,8557.773,8543.939,8681.738,8497.007,220608958,19219668328
528,sz399989,中证医疗,10535.571,176.006,1.699,10359.565,10325.252,10590.939,10238.613,450995697,22901797939
529,sz399990,煤炭等权,2822.288,-13.704,-0.483,2835.992,2834.68,2850.822,2819.157,593053382,5563777526
530,sz399991,一带一路,2067.383,-10.052,-0.484,2077.435,2073.402,2083.275,2060.499,5878481860,52916088582
531,sz399992,CSWD并购,1738.759,-8.565,-0.49,1747.324,1745.66,1752.845,1737.175,1297321938,14103893619
532,sz399993,CSWD生科,3697.695,82.858,2.292,3614.837,3613.087,3716.398,3585.56,610550063,24635945778
533,sz399994,信息安全,1914.85,-69.202,-3.488,1984.052,1965.895,1974.568,1914.754,3832810613,81824745310
534,sz399995,基建工程,4622.002,17.135,0.372,4604.867,4587.789,4646.601,4580.782,2965604669,19950953014
535,sz399996,智能家居,3098.52,-105.214,-3.284,3203.734,3188.676,3192.524,3098.52,4020570443,87191750278
536,sz399997,中证白酒,15488.976,137.11,0.893,15351.866,15324.656,15584.677,15229.759,127561488,17061440372
537,sz399998,中证煤炭,2163.955,-11.306,-0.52,2175.261,2172.069,2188.675,2161.952,593053382,5563777526
538,sz980015,,10333.128,171.521,1.688,10161.607,10134.358,10381.271,10071.034,589103064,25857291350
539,sz980016,,8232.797,147.642,1.826,8085.155,8067.145,8264.248,8013.632,648553514,29400388937
540,sz980028,,10416.582,-149.144,-1.412,10565.726,10514.201,10520.27,10394.851,226508578,5384187141
541,sz980030,,4924.942,-173.062,-3.395,5098.004,5078.458,5092.317,4922.585,1860750637,44627220186
542,sz980032,,12751.352,-102.708,-0.799,12854.06,12785.717,12854.178,12678.441,341384591,18317277708
